ID	HYB_2_Z30_downsamp	HYB_2_ZHR_downsamp	HYB_1_Z30_downsamp	HYB_1_ZHR_downsamp	Z30_2_downsamp	Z30_1_downsamp	ZHR_3_downsamp	ZHR_1_downsamp	chrom	start	end	ZHR_1	ZHR_3	Z30_1	Z30_2	HYB_1_ZHR	HYB_2_ZHR	HYB_1_Z30	HYB_2_Z30
1380	14	15	25	15	23	18	25	21	chrX	10026672	10026992	40	96	42	23	30	44	40	37
1381	60	60	76	96	64	67	95	108	chrX	10027812	10028152	155	339	174	64	235	177	172	141
1382	11	2	1	8	5	6	12	9	chrX	10033145	10033485	11	38	18	5	22	14	9	30
1383	13	14	11	20	12	12	16	16	chrX	10035325	10035535	21	59	24	12	48	39	41	30
1384	9	2	17	8	9	3	7	12	chrX	10037145	10037385	17	37	15	9	26	33	9	20
1385	60	53	25	36	58	52	35	25	chrX	10041805	10042065	33	101	151	58	81	70	107	143
1386	22	25	17	28	22	12	14	16	chrX	10047414	10047764	23	60	37	22	61	43	63	47
1387	8	4	13	9	13	8	15	16	chrX	10051624	10051934	32	41	24	13	21	28	10	28
1388	16	12	15	8	6	11	6	2	chrX	10052774	10053064	2	37	19	6	19	32	35	39
1390	15	9	15	12	11	4	13	18	chrX	10063888	10064648	26	62	20	11	29	27	21	27
1391	3	3	4	1	2	1	6	13	chrX	10064658	10064868	17	23	5	2	2	13	8	10
1393	1	6	2	6	10	3	12	7	chrX	10067588	10067888	13	44	13	10	11	11	14	7
1395	10	13	14	7	9	8	17	9	chrX	10078863	10079123	16	47	24	9	17	31	24	22
1396	5	3	5	4	9	10	11	8	chrX	10080313	10080533	17	27	22	9	21	16	9	11
1397	4	9	4	9	8	5	7	5	chrX	10081403	10081623	11	22	20	8	20	7	16	13
1398	26	28	39	38	10	20	34	11	chrX	10082563	10082843	17	104	48	10	84	79	73	80
1399	13	4	12	8	14	9	10	13	chrX	10084403	10084633	24	34	39	14	17	23	10	35
14	7	5	15	8	3	2	2	6	chrX	4431866	4432096	10	15	6	3	17	27	10	12
140	11	5	11	21	6	4	16	6	chrX	5015154	5015455	15	66	11	6	45	30	23	25
1401	252	241	255	296	295	291	213	256	chrX	10088172	10088372	428	735	811	295	683	542	652	640
1403	5	1	7	12	7	4	16	8	chrX	10094141	10094501	13	35	12	7	25	17	9	13
1404	52	50	51	39	25	25	50	26	chrX	10104910	10105120	44	142	77	25	117	113	128	125
1405	4	18	13	13	7	4	16	12	chrX	10106589	10106859	16	50	20	7	26	25	40	18
1406	73	109	76	109	56	60	54	40	chrX	10107731	10107971	65	186	146	56	240	197	258	177
1409	49	42	42	66	32	38	39	40	chrX	10111013	10111224	68	124	103	32	152	103	119	109
1410	68	35	66	60	32	36	69	83	chrX	10112554	10112794	129	210	99	32	154	169	76	143
1411	676	560	577	622	845	769	524	570	chrX	10113437	10113778	972	1875	2103	845	1473	1319	1553	1600
1412	26	18	16	32	6	18	10	9	chrX	10116276	10116496	18	53	48	6	62	44	39	72
1413	25	18	30	43	21	29	32	26	chrX	10122386	10122676	40	91	76	21	92	66	62	66
1414	7	6	4	4	4	5	4	3	chrX	10124906	10125166	6	21	10	4	11	10	13	15
1417	3	11	14	12	14	9	10	17	chrX	10147587	10147857	26	48	26	14	22	28	27	12
1419	3	4	3	1	1	1	7	3	chrX	10155623	10155993	3	14	6	1	4	5	9	9
142	8	8	13	10	8	5	16	5	chrX	5016595	5016845	10	55	13	8	23	23	16	18
1421	6	8	8	5	8	7	10	16	chrX	10179399	10179699	23	44	13	8	22	18	21	13
1424	5	7	4	2	7	2	8	11	chrX	10188685	10188915	13	27	18	7	7	12	13	14
1426	7	2	7	3	4	4	5	7	chrX	10190703	10190993	8	10	13	4	5	14	6	11
1427	6	2	6	3	2	3	6	7	chrX	10191113	10191393	13	24	16	2	9	11	8	19
1428	11	22	16	24	31	27	50	40	chrX	10195731	10196001	65	194	60	31	69	31	52	31
1429	2	2	6	8	2	5	5	8	chrX	10196761	10196981	11	21	7	2	26	14	13	4
1432	4	4	6	7	3	1	1	2	chrX	10200799	10201049	2	11	4	3	14	7	8	9
1433	27	13	22	39	10	13	59	51	chrX	10203089	10203363	73	190	33	10	82	62	38	62
1434	3	3	7	9	2	2	9	8	chrX	10204153	10204373	14	28	5	2	23	12	13	9
1435	4	6	11	11	5	10	6	8	chrX	10208762	10209042	13	20	26	5	26	28	19	14
1436	56	61	40	62	92	71	82	65	chrX	10209502	10209702	108	252	191	92	156	105	153	124
1437	58	104	81	113	78	47	159	120	chrX	10210692	10210892	178	573	153	78	292	205	292	151
1439	7	7	21	22	3	7	13	16	chrX	10217822	10218133	28	46	21	3	48	40	15	16
144	9	2	18	10	2	4	19	8	chrX	5019155	5019445	13	53	12	2	27	37	6	17
1440	4	2	1	3	2	3	5	3	chrX	10219614	10219904	5	17	4	2	5	5	7	8
1442	7	6	5	7	5	5	5	9	chrX	10222141	10222341	12	15	8	5	18	9	9	14
1443	4	5	6	2	4	1	4	9	chrX	10222371	10222591	14	18	4	4	9	13	8	11
1445	3	3	5	6	10	8	8	3	chrX	10225782	10226002	9	18	19	10	14	10	12	4
1447	8	4	12	2	14	4	6	13	chrX	10232260	10232490	21	20	16	14	10	19	9	19
1448	17	12	23	12	11	19	11	3	chrX	10233130	10233470	6	49	39	11	31	53	36	39
1449	5	3	3	3	5	3	6	3	chrX	10233730	10233940	4	16	13	5	6	9	10	11
145	48	26	38	38	47	37	23	25	chrX	5020225	5020445	32	84	95	47	91	80	55	87
1450	6	9	7	19	19	10	5	11	chrX	10233990	10234280	17	37	36	19	29	20	26	24
1455	4	3	3	5	7	6	7	12	chrX	10252869	10253229	23	26	20	7	12	7	8	12
1457	91	45	89	77	57	94	69	93	chrX	10264977	10265188	133	208	226	57	170	191	119	200
1458	11	5	15	10	11	17	10	20	chrX	10277788	10278128	35	35	37	11	24	24	14	25
146	36	7	32	18	16	15	16	19	chrX	5020905	5021145	25	55	39	16	48	86	17	90
1462	9	2	9	1	3	1	2	5	chrX	10289011	10289521	7	21	4	3	6	19	7	20
1463	3	2	6	2	2	1	4	2	chrX	10291105	10291315	2	15	3	2	4	12	2	4
1469	16	11	29	18	22	21	19	22	chrX	10322641	10322951	32	74	48	22	55	56	28	48
147	70	46	100	96	50	42	80	59	chrX	5025488	5025688	96	247	115	50	210	202	117	150
1470	18	7	20	15	25	14	17	26	chrX	10323801	10324031	38	56	41	25	19	42	25	50
1471	22	21	21	22	25	21	33	30	chrX	10326931	10327331	43	110	64	25	40	51	52	63
1473	11	2	6	6	3	1	2	3	chrX	10342560	10342840	4	12	5	3	15	8	10	22
1474	65	34	77	48	64	48	47	75	chrX	10346001	10346311	120	172	133	64	126	170	89	146
1475	11	15	16	21	23	27	39	16	chrX	10356391	10356622	35	96	75	23	50	31	30	33
1476	2	3	10	6	7	6	3	7	chrX	10359032	10359352	12	19	21	7	15	25	7	16
1477	14	14	16	17	13	14	17	16	chrX	10362332	10362532	22	88	25	13	46	46	28	35
1478	16	8	3	10	5	8	12	14	chrX	10364452	10364652	24	38	22	5	19	10	19	27
1479	116	89	118	92	75	67	112	61	chrX	10365612	10365922	103	335	215	75	229	268	231	309
148	105	80	104	103	80	123	122	110	chrX	5027037	5027307	181	409	330	80	261	241	209	238
1480	8	6	9	11	14	16	8	11	chrX	10367102	10367352	18	39	39	14	22	33	13	20
1481	20	9	13	16	9	4	15	18	chrX	10369002	10369272	27	49	26	9	37	32	29	45
1482	8	5	10	4	4	4	4	6	chrX	10371392	10371602	13	12	19	4	17	18	14	16
1483	4	8	6	5	7	5	4	11	chrX	10373242	10373492	13	25	13	7	11	12	17	13
1484	15	12	10	5	12	22	7	11	chrX	10377612	10377912	22	25	45	12	18	25	23	28
1485	202	183	165	259	236	222	194	200	chrX	10385757	10385994	345	654	637	236	537	397	484	474
1488	5	2	13	11	7	3	7	13	chrX	10421244	10421494	22	17	6	7	23	19	2	7
149	100	70	93	119	105	63	102	103	chrX	5028147	5028387	159	337	199	105	260	222	194	233
1490	16	20	28	25	21	18	17	24	chrX	10423414	10424034	43	83	40	21	59	61	46	31
1492	1	3	6	6	6	1	1	8	chrX	10429035	10429275	11	6	9	6	15	9	7	5
1493	12	8	14	10	6	13	11	20	chrX	10430755	10431135	34	42	34	6	21	25	26	23
1495	3	5	10	2	7	11	8	2	chrX	10438777	10439027	3	20	22	7	11	24	12	8
15	135	72	154	111	64	58	92	60	chrX	4435295	4435595	105	360	152	64	275	337	190	311
150	15	12	23	20	5	6	13	8	chrX	5030676	5030964	14	55	15	5	47	41	40	43
1500	76	58	79	57	57	76	74	93	chrX	10460933	10461173	142	257	196	57	136	169	132	160
1501	9	12	9	9	30	20	11	12	chrX	10467412	10467682	19	43	41	30	19	17	29	27
1502	20	6	13	12	21	11	13	19	chrX	10470362	10470602	33	64	47	21	33	33	25	40
1503	101	53	88	87	89	107	97	111	chrX	10479372	10479642	179	306	296	89	206	212	142	263
1504	1	1	3	6	3	1	2	5	chrX	10483542	10483882	6	14	6	3	16	11	3	4
1505	13	6	10	11	8	3	14	8	chrX	10492821	10493061	13	39	19	8	22	24	20	24
1506	13	4	17	12	10	3	16	12	chrX	10494261	10494541	24	55	13	10	26	33	25	41
1507	2	8	5	5	2	12	11	16	chrX	10497872	10498172	25	33	30	2	11	16	16	3
1508	6	3	4	7	10	14	9	3	chrX	10499862	10500222	4	33	32	10	13	21	14	19
151	18	13	24	18	15	20	9	10	chrX	5031844	5032125	15	35	53	15	50	53	35	46
1512	6	6	10	8	9	6	9	4	chrX	10519131	10519441	9	28	17	9	19	23	17	14
1514	14	6	11	8	12	9	10	8	chrX	10521470	10521670	14	35	33	12	18	30	17	34
1515	9	5	15	11	11	14	17	11	chrX	10523150	10523350	27	35	28	11	30	28	16	26
1516	8	4	9	1	1	2	7	1	chrX	10534378	10534648	6	23	10	1	14	20	9	20
1517	4	3	3	6	7	4	6	6	chrX	10537449	10537709	15	26	14	7	14	10	5	14
1518	17	14	17	22	15	16	37	38	chrX	10538259	10538469	56	125	51	15	49	39	40	42
1519	18	15	11	13	12	13	24	19	chrX	10542639	10542889	32	78	38	12	40	34	42	42
1520	10	8	11	8	5	2	7	5	chrX	10543718	10543998	10	36	10	5	20	25	17	28
1521	4	3	1	5	4	5	5	3	chrX	10545508	10545768	3	19	6	4	11	6	7	11
1522	89	70	104	119	42	54	124	82	chrX	10546219	10546540	140	392	139	42	296	262	171	205
1523	326	286	332	369	363	316	381	365	chrX	10547661	10547971	581	1208	863	363	863	809	744	780
1525	191	169	155	199	271	248	190	239	chrX	10556984	10557344	390	706	679	271	472	367	451	477
1526	33	32	32	47	27	10	40	11	chrX	10561413	10561764	23	134	45	27	117	82	79	92
1527	12	16	11	16	10	10	14	15	chrX	10561974	10562254	23	53	30	10	45	22	27	30
1528	9	2	3	4	2	2	4	2	chrX	10565847	10566077	5	17	7	2	10	12	3	13
153	3	1	1	2	1	1	3	2	chrX	5035944	5036140	2	8	3	1	2	1	2	5
1530	56	50	104	112	54	71	82	72	chrX	10570196	10570457	113	259	183	54	291	240	131	127
1531	27	24	39	59	37	20	34	52	chrX	10570978	10571279	87	130	60	37	132	101	74	69
1533	5	11	11	9	7	11	5	10	chrX	10574339	10574589	17	28	31	7	19	23	15	20
1534	29	18	39	34	39	24	37	40	chrX	10575169	10575539	75	134	43	39	85	93	61	73
1535	10	6	11	13	13	10	12	12	chrX	10576059	10576329	20	47	20	13	25	17	28	40
1536	20	13	19	16	28	17	28	24	chrX	10580419	10580769	41	115	67	28	43	42	32	42
1537	6	5	5	5	5	3	6	13	chrX	10580819	10581019	18	42	14	5	12	16	10	17
1538	29	18	41	28	22	21	31	28	chrX	10583796	10584166	50	100	44	22	75	84	58	61
1539	88	85	98	119	48	60	95	46	chrX	10584576	10584826	65	336	164	48	303	212	215	238
154	10	5	16	2	6	6	9	5	chrX	5038102	5038312	12	31	14	6	8	25	13	23
1540	24	31	27	44	44	50	42	43	chrX	10586865	10587095	62	151	133	44	126	68	82	66
1542	15	9	12	16	12	8	7	4	chrX	10599729	10600011	10	35	20	12	39	22	24	35
1543	16	12	13	19	24	14	14	30	chrX	10604770	10605000	43	53	36	24	38	36	25	31
1544	12	3	13	7	2	7	8	23	chrX	10605200	10605570	39	40	27	2	11	30	12	20
1545	5	6	5	10	4	6	8	12	chrX	10606490	10606710	17	28	18	4	21	17	15	16
1546	6	8	9	14	15	8	7	14	chrX	10611000	10611260	21	24	27	15	26	18	17	16
1547	10	4	6	4	3	6	4	7	chrX	10614299	10614649	10	18	14	3	9	8	4	21
1549	7	4	3	7	7	3	5	2	chrX	10616649	10616959	5	24	16	7	22	11	17	20
155	53	67	36	41	45	40	39	26	chrX	5041549	5041839	45	121	114	45	113	82	155	133
1550	9	6	19	13	19	10	14	18	chrX	10618449	10618749	26	48	34	19	29	36	15	26
1551	10	6	8	5	6	8	4	9	chrX	10626019	10626299	14	19	25	6	9	13	7	20
1552	8	3	2	2	4	7	9	8	chrX	10630008	10630220	10	21	13	4	6	14	6	14
1556	5	6	12	8	12	10	19	14	chrX	10673023	10673243	25	50	27	12	13	23	19	14
156	27	21	27	30	24	25	20	16	chrX	5042459	5042832	28	57	65	24	60	47	61	54
1561	2	3	6	10	2	8	2	11	chrX	10703598	10703908	16	25	16	2	18	22	6	6
1562	6	7	6	6	13	10	12	8	chrX	10705308	10705578	11	32	29	13	11	14	15	15
1563	13	5	5	9	6	2	10	15	chrX	10705708	10705978	23	37	19	6	19	18	14	22
1564	3	1	3	5	5	2	6	3	chrX	10709108	10709327	4	19	5	5	10	5	5	9
1565	6	4	7	9	4	4	3	10	chrX	10712345	10712555	14	12	6	4	19	13	12	14
1566	17	11	18	19	24	18	27	24	chrX	10716915	10717175	44	80	48	24	39	39	46	30
1567	107	66	147	132	154	142	199	235	chrX	10721586	10721916	387	708	383	154	309	329	189	271
1569	43	26	54	37	42	42	35	40	chrX	10723387	10723687	61	110	127	42	82	111	70	116
157	254	170	262	241	217	268	252	211	chrX	5044490	5044800	333	881	683	217	545	638	487	615
1570	14	10	14	15	7	11	14	9	chrX	10725037	10725357	18	34	27	7	40	25	26	42
1571	9	9	14	17	4	2	16	4	chrX	10726667	10726867	9	43	6	4	25	26	20	14
1572	81	71	54	102	82	58	60	41	chrX	10727828	10728029	71	197	186	82	215	145	174	198
1573	14	6	15	14	12	18	17	14	chrX	10728819	10729039	23	70	43	12	32	40	24	28
1575	2	1	6	2	3	1	4	2	chrX	10736500	10736730	3	17	3	3	5	12	2	7
1576	81	50	92	93	39	48	99	44	chrX	10739440	10739820	78	274	130	39	240	232	130	201
1577	7	6	7	10	8	6	11	13	chrX	10748395	10748615	24	33	13	8	22	15	23	15
1578	1	2	5	6	3	2	6	9	chrX	10753565	10753845	15	19	9	3	12	11	5	3
1579	6	3	3	5	3	4	8	5	chrX	10754115	10754315	7	21	6	3	9	10	10	10
158	29	22	40	33	12	19	24	17	chrX	5052263	5052603	31	79	48	12	77	75	48	69
1581	9	8	11	36	7	12	9	12	chrX	10758345	10758585	18	31	44	7	70	33	21	22
1582	9	8	9	6	10	10	16	11	chrX	10761375	10761605	21	42	27	10	10	19	16	12
1583	60	34	70	51	41	42	81	35	chrX	10763585	10763855	63	280	109	41	126	154	96	147
1584	240	226	220	316	198	267	272	262	chrX	10764345	10764555	409	863	738	198	757	573	612	533
1585	71	45	68	66	56	54	77	59	chrX	10767365	10767565	87	292	146	56	153	171	123	155
1586	11	7	12	5	16	12	11	6	chrX	10769245	10769505	10	50	44	16	20	31	15	24
1588	9	4	7	7	4	14	23	23	chrX	10775045	10775305	36	81	26	4	24	17	13	19
1589	49	42	22	23	30	33	12	14	chrX	10783416	10783626	15	74	84	30	53	47	98	122
159	151	137	382	317	89	96	231	244	chrX	5053003	5053292	399	804	282	89	759	811	336	386
1590	88	114	122	141	91	83	175	123	chrX	10785690	10785960	211	581	248	91	323	270	355	240
1591	100	96	79	114	86	81	83	75	chrX	10786910	10787160	118	279	268	86	219	163	287	255
1593	31	22	37	35	40	42	17	29	chrX	10817264	10817474	50	85	112	40	64	77	46	86
1594	5	3	6	7	2	4	4	1	chrX	10823984	10824254	6	12	13	2	15	8	8	12
1595	1	1	2	2	4	1	1	3	chrX	10824724	10824964	8	16	4	4	10	6	3	2
1597	21	26	36	61	47	23	70	72	chrX	10827131	10827331	118	272	75	47	137	84	79	59
1598	16	9	12	7	12	10	13	9	chrX	10827401	10827661	15	43	25	12	26	23	33	37
16	14	5	10	8	9	8	9	5	chrX	4437456	4437676	12	26	19	9	21	16	12	26
160	6	11	20	11	5	4	13	4	chrX	5055722	5055932	7	29	9	5	25	37	24	13
1601	5	8	10	10	11	12	13	12	chrX	10839173	10839443	18	37	36	11	19	22	17	21
1603	17	8	6	12	13	15	16	11	chrX	10843113	10843413	21	55	25	13	31	16	28	37
1604	13	1	17	13	14	13	10	12	chrX	10844063	10844333	17	38	39	14	32	30	8	28
1605	32	26	40	43	27	22	40	33	chrX	10846283	10846603	49	117	62	27	89	91	69	86
1606	15	6	28	20	26	36	38	49	chrX	10849135	10849345	68	123	87	26	48	58	34	49
1607	10	11	23	64	12	31	13	24	chrX	10851665	10851945	35	43	80	12	168	47	33	28
1608	8	4	12	6	10	17	3	11	chrX	10862465	10862695	20	16	27	10	12	18	10	22
161	11	7	6	13	8	9	9	10	chrX	5056762	5057022	14	26	22	8	29	21	18	19
1610	7	3	6	6	5	6	9	4	chrX	10873865	10874145	6	32	21	5	16	17	11	15
1611	9	3	16	11	8	11	10	12	chrX	10875535	10875835	17	25	22	8	25	34	16	24
1612	3	6	12	10	4	2	14	5	chrX	10876885	10877235	8	36	11	4	26	28	20	13
1613	25	16	31	21	15	13	17	5	chrX	10877885	10878115	12	57	27	15	43	56	30	49
1614	6	6	14	6	13	4	6	6	chrX	10881423	10881623	9	18	17	13	8	24	21	13
1615	17	22	19	20	15	15	13	14	chrX	10882313	10882583	28	42	46	15	50	43	54	44
1616	3	2	5	1	1	2	6	7	chrX	10890134	10890334	10	15	6	1	10	11	8	14
1617	9	5	8	5	6	4	9	11	chrX	10895323	10895533	18	25	16	6	11	14	12	15
1618	47	32	47	48	31	30	57	30	chrX	10899473	10899813	49	167	98	31	115	104	89	132
1619	56	44	58	59	29	45	46	53	chrX	10904843	10905123	84	177	130	29	145	136	101	140
1620	13	7	10	11	15	8	15	15	chrX	10912882	10913152	33	46	27	15	17	31	15	29
1621	8	8	5	12	5	14	4	4	chrX	10914609	10914859	5	19	31	5	24	14	21	26
1622	15	5	4	6	18	14	5	18	chrX	10917709	10917919	29	21	37	18	20	18	9	34
1623	7	7	14	18	11	12	13	10	chrX	10920500	10920730	21	39	30	11	46	27	18	16
1624	19	12	6	10	9	7	11	16	chrX	10924897	10925157	22	38	24	9	26	20	20	34
1625	3	3	4	7	2	5	5	3	chrX	10935558	10935818	4	14	11	2	18	9	5	8
1626	75	48	81	75	52	57	49	44	chrX	10936718	10936978	72	184	156	52	167	203	110	185
1627	8	6	4	5	6	3	4	4	chrX	10937578	10937808	6	13	7	6	10	12	17	29
1628	6	16	7	15	3	6	10	3	chrX	10938228	10938448	6	29	17	3	29	16	28	22
1629	18	17	11	15	11	14	12	23	chrX	10942378	10942758	31	45	39	11	38	35	34	41
163	45	38	51	48	23	27	40	46	chrX	5085492	5085732	70	151	76	23	114	113	90	114
1630	8	12	10	11	13	6	8	12	chrX	10946858	10947108	22	35	20	13	21	19	23	26
1631	2	7	3	4	6	8	8	13	chrX	10947178	10947408	27	34	25	6	12	19	24	8
1633	9	8	12	5	7	4	9	4	chrX	10952398	10952808	6	28	12	7	14	22	17	11
1634	16	9	14	17	16	15	15	15	chrX	10955458	10955828	24	58	59	16	37	38	31	38
1635	7	7	15	11	7	14	11	4	chrX	10957378	10957618	6	25	32	7	27	36	21	16
1636	6	8	4	6	3	4	8	9	chrX	10966236	10966516	12	26	17	3	11	12	21	17
1637	13	25	24	33	28	11	108	62	chrX	10966886	10967116	89	317	25	28	74	49	59	41
1638	32	34	31	40	49	31	76	55	chrX	10967166	10967406	85	261	82	49	93	78	103	79
164	3	3	3	9	2	6	7	2	chrX	5091344	5091544	4	15	8	2	21	11	11	10
1640	10	6	2	1	5	3	3	7	chrX	10975179	10975419	11	18	6	5	3	5	10	26
1641	4	1	2	3	6	5	5	5	chrX	10975739	10976058	7	13	10	6	6	3	7	7
1642	7	5	5	1	4	4	1	5	chrX	10976738	10977018	6	7	11	4	6	12	8	16
1644	6	3	9	7	2	4	6	10	chrX	10979648	10979848	15	25	15	2	19	25	7	12
1645	5	3	9	12	2	6	3	1	chrX	10979898	10980148	6	14	14	2	19	16	9	7
165	7	12	10	21	5	2	17	13	chrX	5092226	5092536	22	51	11	5	30	29	21	23
1650	4	1	5	4	1	3	5	5	chrX	11010299	11010629	6	17	11	1	7	11	2	15
1652	10	3	8	3	9	7	8	7	chrX	11012089	11012359	8	22	21	9	7	17	6	14
1658	12	3	2	2	2	5	6	9	chrX	11041836	11042206	11	27	9	2	7	4	6	30
1663	4	7	5	3	3	7	8	5	chrX	11070848	11071168	9	29	15	3	11	12	14	15
1664	4	5	11	8	9	5	10	10	chrX	11074886	11075176	23	24	18	9	16	18	15	15
1665	11	5	11	10	15	6	11	19	chrX	11075276	11075486	32	38	22	15	12	24	16	23
1666	1	5	9	13	12	3	7	7	chrX	11077716	11078056	10	35	15	12	19	21	7	9
1667	3	3	3	11	6	1	7	5	chrX	11078146	11078436	10	22	12	6	17	11	3	8
1668	5	6	9	9	13	10	23	24	chrX	11083642	11083842	38	55	22	13	20	16	15	14
1669	5	2	5	3	10	5	5	14	chrX	11083902	11084122	22	25	15	10	13	11	11	13
167	7	9	21	31	8	13	17	12	chrX	5095096	5095326	21	51	34	8	50	55	34	28
1670	12	7	24	20	7	15	14	12	chrX	11086442	11087102	18	45	39	7	52	49	25	23
1671	2	5	5	2	2	4	5	4	chrX	11088772	11089122	7	26	10	2	3	10	12	9
1672	12	13	10	12	13	16	14	18	chrX	11103732	11104062	30	51	38	13	29	19	26	28
1673	2	1	1	4	5	4	2	1	chrX	11106384	11106604	4	14	8	5	12	5	3	9
1674	6	6	8	11	18	11	14	35	chrX	11123282	11123532	56	54	43	18	21	25	20	22
1675	83	37	71	60	37	53	71	73	chrX	11123862	11124082	112	246	154	37	156	161	106	195
1676	157	156	184	222	190	194	198	267	chrX	11124482	11124752	437	695	593	190	517	451	391	401
1678	6	6	8	14	3	9	6	6	chrX	11142732	11143022	9	27	21	3	34	22	17	17
1679	30	28	31	32	16	26	34	19	chrX	11149224	11149434	35	111	62	16	81	79	65	66
168	5	10	14	10	6	5	1	6	chrX	5095776	5095986	6	18	15	6	19	26	17	12
1680	6	2	5	15	11	14	13	13	chrX	11150522	11150852	25	39	34	11	32	19	12	21
1681	13	8	18	13	17	25	17	18	chrX	11157216	11157536	28	65	58	17	37	29	19	38
1682	10	11	6	8	18	10	7	22	chrX	11162286	11162556	30	28	25	18	23	22	33	21
1683	5	3	7	7	7	8	9	5	chrX	11168267	11168517	9	26	20	7	16	20	9	11
1684	1	5	3	5	6	5	6	6	chrX	11172257	11172647	10	22	10	6	11	12	14	10
1687	8	5	6	2	5	1	4	5	chrX	11174687	11175027	8	19	5	5	10	12	9	16
1688	6	2	10	3	6	5	6	3	chrX	11175869	11176129	4	19	12	6	9	15	9	11
1689	5	2	3	2	1	1	6	2	chrX	11176469	11176799	7	18	8	1	6	7	10	11
1691	3	1	7	1	5	7	4	2	chrX	11177609	11177849	6	13	12	5	6	13	4	14
17	25	13	22	15	9	17	11	13	chrX	4439786	4439997	19	48	51	9	48	49	36	48
170	6	4	4	10	5	7	10	5	chrX	5107275	5107645	9	31	17	5	18	14	11	18
1700	5	5	7	4	3	5	2	9	chrX	11209749	11209959	14	24	11	3	13	19	9	15
1702	1	1	4	2	4	3	6	2	chrX	11215489	11215789	4	10	6	4	4	10	5	4
1706	3	9	10	5	5	4	11	5	chrX	11239211	11239451	10	25	13	5	15	20	19	9
1710	4	6	5	6	6	4	8	4	chrX	11254320	11254680	8	25	5	6	15	12	12	17
1711	5	3	4	8	2	5	12	4	chrX	11260443	11260753	5	41	17	2	20	11	9	11
1715	5	2	5	6	2	7	3	5	chrX	11270047	11270278	9	18	12	2	8	10	10	10
1719	10	3	2	11	7	1	6	5	chrX	11278877	11279317	13	20	6	7	19	7	10	20
1723	11	7	6	7	7	10	6	9	chrX	11292173	11292403	17	14	30	7	16	19	17	28
1724	6	4	5	7	17	6	4	8	chrX	11310835	11311105	16	17	15	17	12	10	5	17
1725	3	2	3	2	3	4	8	3	chrX	11320295	11320575	6	21	12	3	5	8	6	8
1726	9	1	3	4	1	4	7	10	chrX	11321698	11321898	10	24	12	1	9	6	5	11
1727	9	7	6	15	19	30	19	10	chrX	11335098	11335428	16	58	60	19	37	14	31	41
1728	31	26	47	50	26	22	37	18	chrX	11347967	11348197	25	149	77	26	104	102	72	81
1729	80	64	70	78	81	79	65	73	chrX	11348927	11349167	119	224	214	81	199	146	157	172
173	7	2	2	6	6	1	5	2	chrX	5130349	5130620	2	12	6	6	20	2	5	13
1730	7	10	16	5	8	16	15	20	chrX	11359778	11359998	29	45	38	8	15	39	26	24
1731	6	1	7	10	4	5	13	23	chrX	11363351	11363591	30	42	22	4	21	14	12	12
1732	49	31	56	61	44	49	54	48	chrX	11369811	11370131	63	186	118	44	142	137	99	116
1733	8	2	2	3	1	2	4	3	chrX	11377586	11377796	4	12	6	1	9	13	4	11
1734	7	4	9	6	7	7	4	13	chrX	11378826	11379076	26	24	18	7	15	20	17	21
1735	6	6	6	7	5	4	9	2	chrX	11382199	11382719	4	25	8	5	17	26	16	9
1737	2	1	5	6	2	4	7	3	chrX	11387487	11387706	5	20	14	2	10	6	4	8
1738	6	1	1	4	7	3	4	4	chrX	11388956	11389196	8	20	8	7	9	3	2	13
1739	11	16	11	19	11	15	34	15	chrX	11393316	11393536	22	101	34	11	55	37	39	27
174	23	20	26	33	25	16	17	21	chrX	5131890	5132190	33	45	52	25	59	54	41	54
1741	5	6	9	3	5	6	7	10	chrX	11403494	11403853	17	12	16	5	8	18	10	9
1743	10	6	8	4	6	3	3	1	chrX	11409913	11410273	3	17	11	6	10	15	13	21
1744	3	6	2	7	4	1	10	7	chrX	11411193	11411563	8	31	4	4	15	4	10	6
1745	32	19	57	34	41	26	44	39	chrX	11418242	11418752	61	148	66	41	81	129	55	93
1746	19	14	7	28	32	24	18	26	chrX	11426311	11426511	41	75	53	32	49	18	40	37
1747	4	8	9	15	3	4	10	7	chrX	11430671	11430901	8	41	10	3	27	16	18	14
1748	13	11	14	13	10	11	23	29	chrX	11434002	11434292	37	88	35	10	26	30	26	29
1749	8	16	10	10	2	3	4	12	chrX	11435842	11436052	17	17	22	2	22	21	27	21
1750	8	6	9	4	6	3	4	4	chrX	11440163	11440403	7	22	7	6	14	15	20	13
1752	10	8	13	11	9	7	18	9	chrX	11449179	11449409	15	69	18	9	25	21	25	34
1755	14	6	6	10	17	12	9	10	chrX	11452389	11452619	16	45	34	17	32	14	8	43
1756	159	144	158	189	107	127	177	122	chrX	11454549	11454807	209	606	312	107	435	357	372	401
1757	16	6	17	17	13	18	13	19	chrX	11456007	11456297	29	44	51	13	32	32	20	31
1758	4	7	4	11	2	4	7	7	chrX	11457037	11457237	8	17	15	2	27	9	15	9
176	14	7	12	1	14	7	6	5	chrX	5135968	5136169	11	22	17	14	11	24	19	33
1764	5	2	6	4	1	6	2	1	chrX	11470070	11470290	1	6	12	1	10	13	6	11
1765	3	5	7	4	3	1	2	2	chrX	11471100	11471470	8	10	2	3	10	12	11	16
1766	5	6	3	8	12	8	12	7	chrX	11472241	11472551	9	35	20	12	27	12	18	16
