id,chrom,branch,bias,tissue_number,testis_value,ovary_value,adj_pvalue
CG14359,chr3R,3,unbiased,0,1.7,1.95,0.110531619
CG18586,chr3L,3,female,2,1.37,7.52,5.84E-37
CG14357,chr3R,3,unbiased,0,1.49,1.63,0.330895087
CG31413,chr3R,3,unbiased,2,1.77,1.68,0.616886972
CG10812,chr3L,3,male,5,3.34,2.26,2.85E-05
CG32983,chr2L,3,male,2,7.3,1.81,7.88E-29
CG10810,chr3L,3,unbiased,6,2.42,6.21,1.94E-05
CG31418,chr3R,3,unbiased,2,2.05,1.78,0.188718395
CG10799,chr2R,3,male,9,2.99,1.95,0.00140425
CG8953,chr3R,3,male,2,9.86,2.14,1.73E-19
CG18063,chr2L,3,male,3,10.41,1.39,1.51E-20
CG14332,chr3R,3,unbiased,0,2.25,2.08,0.81989948
CG9120,chr3L,3,unbiased,4,2.04,1.98,0.913873443
CG30472,chr2R,3,male,3,9.22,1.38,1.92E-19
CG30468,chr2R,3,unbiased,0,1.57,1.59,0.908422503
CG15710,chr2R,3,male,1,4.99,2.87,1.72E-19
CG14634,chrX,3,male,1,3.1,1.83,1.16E-07
CG12782,chr2R,3,male,1,8.01,2.1,2.83E-21
CG7604,chr3L,3,unbiased,2,2.38,2.7,0.690459577
CG15764,chrX,3,male,2,10.06,1.88,8.88E-20
CG31441,chr3R,3,female,10,3.53,5.67,2.83E-13
CG9897,chr2R,3,unbiased,1,1.65,1.92,0.345340148
CG18449,chr2R,3,male,3,12.85,2.08,1.13E-26
CG9873,chr2R,3,male,4,8.97,2.63,7.60E-27
CG9871,chr2R,3,male,3,9.29,2.06,1.10E-26
CG18343,chr2R,3,male,12,9.09,6.05,4.54E-11
CG30494,chr2R,3,unbiased,11,2.27,2.31,0.87279374
CG6244,chr3L,3,male,1,6.28,1.75,1.14E-19
CG17946,chr3R,3,male,3,13.24,1.81,1.88E-29
CG16931,chr3L,3,unbiased,0,1.49,1.74,0.782580168
CG17012,chr2L,3,unbiased,1,1.52,1.89,0.297994837
CG31955,chr2L,3,unbiased,5,1.84,2.74,0.013266725
CG30037,chr2R,3,male,1,7,2.03,1.19E-24
CG13794,chr2L,3,unbiased,5,1.21,1.37,0.586306489
CG31949,chr2L,3,male,3,11.84,2.06,1.99E-23
CG9459,chr3R,3,unbiased,1,1.98,2.36,0.330131547
CG5681,chr2L,3,male,2,8.47,1.39,1.19E-18
CG2229,chr3R,3,NA,NA,NA,NA,NA
CG17301,chr2L,3,male,2,9.53,1.87,2.64E-18
CG10559,chr3R,3,unbiased,5,2.59,2.23,0.139535219
CG31933,chr2L,3,male,1,8.63,2.2,2.46E-20
CG12250,chr3R,3,male,3,12.14,2.09,9.53E-22
CG31720,chr2L,3,unbiased,4,1.59,1.92,0.018639941
CG9720,chr3R,3,unbiased,2,1.88,1.79,0.59952498
CG14811,chrX,3,male,1,3.78,2.16,7.35E-11
CG30150,chr2R,3,unbiased,2,1.64,1.73,0.662904967
CG4271,chr2L,3,unbiased,2,2.26,2.43,0.399244915
CG6457,chr3L,3,unbiased,3,2.31,2.53,0.825829607
CG30110,chr2R,3,male,1,8.27,1.63,2.21E-25
CG2111,chrX,3,unbiased,1,2.11,2.14,0.810445696
CG3199,chr3R,3,male,2,11.38,1.98,2.30E-23
CG15345,chrX,3,female,11,2.83,7.54,4.08E-21
CG5662,chrX,3,male,1,8.95,2.4,7.31E-28
CG31962,chr2L,3,unbiased,1,1.81,2.02,0.276013612
CG34025,chr3L,3,male,1,2.78,1.48,0.000328869
CG31686,chr2L,3,unbiased,8,1.93,2.66,0.005632096
CG16997,chr2L,3,unbiased,3,2.1,2.32,0.608170309
CG32690,chrX,3,male,3,11.97,1.66,9.51E-26
CG31918,chr2L,3,female,4,2.23,4.8,7.01E-16
CG34323,chrX,3,unbiased,0,1.92,1.42,0.00147354
CG32651,chrX,3,male,1,6.55,1.56,7.63E-23
CG31782,chr2L,3,female,1,1.86,4.97,3.74E-22
CG34258,chr3L,3,NA,NA,NA,NA,NA
CG31788,chr2L,3,male,4,12.21,1.59,2.45E-23
CG13891,chr3L,3,male,2,10.05,2.21,2.08E-28
CG31801,chr2L,3,male,8,9.57,2.29,6.00E-20
CG32561,chrX,3,male,2,8.73,3.01,9.04E-29
CG6640,chr3L,3,unbiased,4,1.98,2.11,0.783095666
CG17198,chr3R,3,male,2,10.71,1.86,6.29E-19
CG34207,chr2R,3,NA,NA,NA,NA,NA
CG12047,chrX,3,male,3,7.68,4.47,4.15E-13
CG4477,chr3L,3,male,2,10.06,1.74,1.70E-17
CG17173,chr3L,3,male,2,5.5,2.18,1.34E-20
CG17174,chr2L,3,male,1,8.18,2.09,2.06E-19
CG13884,chr3L,3,male,2,9.41,1.66,3.70E-20
CG31780,chr2L,3,NA,NA,NA,NA,NA
CG31902,chr2L,3,unbiased,2,2.12,2.11,0.964492691
CG34103,chr3R,3,NA,NA,NA,NA,NA
CG5213,chr3R,3,male,1,8.94,1.5,7.10E-21
CG6541,chr2L,3,male,3,12.71,2.11,6.57E-23
CG14054,chrX,3,male,1,8.86,2.06,6.20E-22
CG14034,chr2L,3,unbiased,2,2.52,2.1,0.169303002
CG17240,chr2L,3,unbiased,1,1.47,2.09,0.000894993
CG18743,chr3R,3,NA,NA,NA,NA,NA
CG11951,chr3R,3,unbiased,4,2.08,1.98,0.745934844
CG15196,chrX,3,male,2,9.77,1.54,1.02E-21
CG4438,chr2L,3,male,3,10.29,2.18,7.09E-19
CG8119,chrX,3,male,1,2.5,1.71,2.37E-07
CG4440,chr2L,3,unbiased,0,2.01,1.97,0.945836872
CG17176,chr2L,3,male,3,9.73,1.52,1.83E-20
CG10246,chr2R,3,female,11,2.78,5.08,1.36E-10
CG4712,chr2R,3,male,3,11.11,2.02,1.23E-22
CG34437,chr3R,3,unbiased,2,1.81,1.32,0.008037048
CG32027,chr3L,3,female,3,2.25,8.27,1.72E-26
CG5878,chr3R,3,unbiased,1,1.59,1.59,0.986225075
CG6367,chrX,3,unbiased,5,2.12,2.38,0.293474096
CG32023,chr3L,3,unbiased,2,2.88,2.97,0.780256884
CG14759,chr2R,3,male,2,8.91,2.13,1.47E-24
CG15599,chrX,3,male,1,3.9,1.56,2.73E-13
CG7800,chr3R,3,unbiased,12,6.25,6.38,0.630407813
CG32751,chrX,3,unbiased,1,1.61,1.83,0.495324667
CG12506,chr2L,3,male,3,10.72,1.84,4.11E-21
CG14717,chr3R,3,male,2,10.01,1.83,4.08E-26
CG14731,chr3R,3,male,1,7.27,1.71,3.03E-18
CG14205,chrX,3,unbiased,1,1.59,2.12,0.134348965
CG13541,chr2R,3,male,2,10.02,2.42,3.62E-23
CG6690,chr3R,3,unbiased,2,1.72,1.57,0.361913389
CG4691,chr2L,3,male,3,13.18,2.14,7.50E-25
CG30177,chr2R,3,male,2,8.91,1.66,3.78E-18
CG14190,chrX,3,male,1,7,2.27,3.78E-17
CG31606,chr2L,3,unbiased,0,1.32,1.63,0.021131195
CG18363,chr3L,2,male,2,8.7,1.96,6.47E-22
CG17604,chr3R,2,female,6,3.6,7.44,6.27E-24
CG17637,chr3L,2,unbiased,2,2.48,1.41,0.001716908
CG3843,chr3R,2,male,2,11.38,2.05,8.67E-20
CG11395,chr2R,2,male,7,5.65,1.83,1.89E-17
CG8673,chr2L,2,male,3,8.38,1.89,1.49E-23
CG13883,chr3L,2,unbiased,0,2.38,2.98,0.000187913
CG1840,chrX,2,male,12,7.42,6.11,7.46E-09
CG13989,chr2L,2,male,2,10.25,2.64,2.54E-21
CG4900,chr3R,2,female,12,6.54,7.09,0.000232454
CG4907,chr3R,2,male,3,11.05,2.09,2.78E-19
CG8622,chr2R,2,male,3,6.42,2.34,4.12E-06
CG30325,chr2R,2,male,1,6.93,1.7,3.24E-23
CG17944,chr3R,2,male,2,10.33,1.79,2.94E-21
CG30395,chr2R,2,male,3,2.62,1.56,9.18E-07
CG6585,chrX,2,unbiased,1,1.7,2.13,0.027119504
CG8982,chr2L,2,male,3,5.33,1.88,9.59E-08
CG17186,chr3R,2,female,12,3.53,6.91,1.28E-21
CG34278,chr3R,2,unbiased,0,2.51,2.36,0.3944728
CG17242,chr2L,2,unbiased,2,4.45,2.12,1.92E-05
CG18324,chr2R,2,female,12,3.76,5.05,2.26E-06
CG6140,chr3L,2,male,3,10.95,1.89,1.44E-20
CG3117,chr2L,2,unbiased,1,2.39,2.03,0.007012044
CG1946,chr2R,2,unbiased,3,1.95,2.09,0.548745317
CG13463,chr3L,2,male,2,6.49,1.84,9.38E-20
CG34235,chr2R,2,NA,NA,NA,NA,NA
CG15864,chr3R,2,male,4,2.47,1.9,0.002413959
CG18132,chr2L,2,male,2,9.64,1.74,9.00E-20
CG13474,chr3L,2,male,1,7.49,2.27,1.47E-21
CG13477,chr3L,2,male,3,12.07,1.81,2.75E-25
CG13481,chr3L,2,male,3,9.76,2.1,2.06E-18
CG14531,chr3R,2,unbiased,0,1.52,1.95,0.003108032
CG31213,chr3R,2,male,1,7.92,1.79,8.66E-23
CG17673,chr3L,2,unbiased,2,4.85,1.9,2.99E-05
CG7300,chr2L,2,unbiased,2,2.25,2.11,0.672498318
CG1349,chr3R,2,female,12,6.34,7.53,0.000325516
CG8626,chr2R,2,male,3,7.16,2.62,5.12E-07
CG9024,chr2L,2,male,3,3.83,1.5,7.23E-06
CG31872,chr2L,2,unbiased,2,2.62,1.3,0.012620859
CG13066,chr3L,2,unbiased,1,4.3,4.05,0.24262387
CG13978,chr3R,2,male,3,9.86,2.04,8.73E-19
CG8664,chrX,2,unbiased,1,2.91,2.85,0.823627085
CG7377,chr3L,2,NA,NA,NA,NA,NA
CG18087,chr3L,2,unbiased,1,1.7,1.94,0.793982398
CG17129,chr3L,2,male,4,8.92,7.28,0.000343106
CG18279,chr2R,2,NA,NA,NA,NA,NA
CG33233,chr3L,2,male,1,4.62,1.95,1.22E-21
CG3360,chr3R,2,unbiased,3,1.71,2.08,0.247150848
CG2665,chr2R,2,unbiased,1,1.22,1.27,0.79243423
CG13460,chr3L,2,unbiased,0,3.28,3.01,0.181207295
CG12027,chr3L,2,male,3,10.88,2.13,5.77E-21
CG33223,chrX,2,NA,NA,NA,NA,NA
CG13091,chr2L,2,unbiased,2,2.32,1.99,0.251894395
CG34225,chr2R,2,unbiased,0,1.76,1.87,0.618784985
CG8508,chr3R,2,male,3,11.28,2.38,1.35E-20
CG3640,chr2R,2,unbiased,2,2.68,2.29,0.11611827
CG33483,chr3R,2,unbiased,0,1.8,1.73,0.674226111
CG6813,chr3R,2,female,4,3.21,4.15,2.50E-06
CG17361,chr3L,2,female,2,2.46,6.78,6.78E-26
CG34041,chr3R,2,unbiased,3,1.65,1.42,0.082529336
CG13359,chrX,2,male,2,8.78,1.93,5.31E-22
CG11261,chr3L,2,unbiased,9,6.78,6.93,0.501034785
CG18748,chr3R,2,unbiased,2,1.85,2.29,0.011189215
CG14362,chr3R,2,male,2,8.95,1.64,1.36E-22
CG33929,chr3R,2,NA,NA,NA,NA,NA
CG33530,chr2R,2,unbiased,2,2.58,1.73,0.09318189
CG18557,chr2L,2,unbiased,1,1.69,2,0.459679829
CG34052,chrX,2,NA,NA,NA,NA,NA
CG12780,chr2R,2,male,4,6.51,1.66,3.95E-21
CG30187,chr2R,2,unbiased,3,2.98,2.68,0.20227618
CG16710,chr3R,2,unbiased,0,1.7,2.23,0.001023372
CG13659,chr3R,2,unbiased,6,1.85,2.11,0.640712104
CG34434,chrX,2,male,3,8.76,1.98,8.56E-19
CG16960,chr2L,2,unbiased,0,1.21,1.46,0.094024263
CG17770,chr3R,2,male,2,9.59,1.45,2.14E-24
CG6481,chrX,2,male,2,11.09,1.71,2.90E-20
CG7587,chr3R,2,unbiased,0,2.78,2.15,0.41864799
CG34002,chr3L,2,NA,NA,NA,NA,NA
CG11600,chr3R,2,unbiased,2,1.76,1.79,0.868689323
CG11598,chr3R,2,unbiased,1,1.74,1.81,0.750965858
CG7931,chr3R,2,male,3,12.81,2.13,1.56E-23
CG11597,chr3L,2,male,5,7.94,3.02,1.18E-18
CG13385,chr2L,2,male,2,10.22,2.07,1.41E-21
CG1655,chrX,2,unbiased,4,9.91,9.01,0.064658599
CG13738,chr3L,2,unbiased,0,2.06,2.13,0.785504765
CG33338,chr3R,2,unbiased,6,1.65,2.19,0.006895831
CG33800,chr2R,2,unbiased,0,1.64,1.87,0.146116874
CG4372,chr2R,2,unbiased,0,1.99,2.08,0.527374725
CG17287,chr2R,2,male,1,6.55,1.85,3.95E-26
CG17906,chr2L,2,unbiased,1,2.07,2.09,0.89559607
CG17876,chr2R,2,NA,NA,NA,NA,NA
CG30416,chr2R,2,male,2,9.89,2.05,6.59E-24
CG13838,chr3R,2,male,2,10.66,2.11,6.21E-25
CG6717,chr2L,2,unbiased,2,2.14,1.71,0.035266596
CG33725,chr3L,2,unbiased,0,1.94,1.69,0.032934858
CG11878,chr3R,2,unbiased,4,1.57,1.49,0.820992147
CG33724,chr2R,2,NA,NA,NA,NA,NA
CG33721,chr3R,2,NA,NA,NA,NA,NA
CG33342,chr3R,2,unbiased,0,2.41,2.45,0.826889645
CG14391,chr3R,2,male,2,10.29,1.89,1.88E-19
CG16736,chr3R,2,male,2,9,1.82,5.12E-22
CG33460,chr2R,2,NA,NA,NA,NA,NA
CG33920,chr3R,2,NA,NA,NA,NA,NA
CG33459,chr2R,2,unbiased,2,1.49,1.68,0.278182463
CG33458,chr2R,2,unbiased,0,1.68,1.77,0.597558767
CG4052,chrX,2,unbiased,0,2.49,2.63,0.511802296
CG17329,chr2L,2,male,2,9.61,2.09,1.54E-18
CG11833,chr3R,2,unbiased,2,2.31,2.1,0.106587022
CG16741,chr2R,2,male,2,10.51,1.61,3.24E-20
CG34169,chr2L,2,male,1,7.8,1.97,5.76E-20
CG18530,chr3R,2,unbiased,2,1.61,1.79,0.216907921
CG33550,chr2R,2,NA,NA,NA,NA,NA
CG7046,chr3R,2,male,3,12.05,1.55,1.07E-27
CG2952,chr2R,2,unbiased,0,1.98,3.78,5.27E-19
CG32189,chr3L,2,unbiased,0,1.62,1.97,0.085451422
CG14990,chr3L,2,unbiased,4,2.38,2.5,0.588539122
CG31493,chr3R,2,unbiased,2,1.88,2.02,0.37004755
CG15107,chr2R,2,female,12,7.62,9.29,1.42E-13
CG32402,chr3L,2,unbiased,0,2.08,2.29,0.244914571
CG32186,chr3L,2,unbiased,0,2.32,2.23,0.538726953
CG31445,chr3R,2,male,8,8.25,2.04,8.84E-20
CG15056,chrX,2,male,2,7.49,1.95,5.04E-25
CG32107,chr3L,2,unbiased,3,1.76,2.08,0.072418009
CG14835,chr3L,2,male,2,11.44,2.18,1.24E-19
CG14930,chr2L,2,male,2,8.13,1.8,4.96E-24
CG31508,chr3R,2,unbiased,6,1.63,1.98,0.564980548
CG15526,chr3R,2,male,2,7.95,2.27,1.55E-31
CG14957,chr3L,2,unbiased,2,1.48,1.73,0.689605535
CG15472,chrX,2,male,1,8.6,2.28,7.08E-20
CG32243,chr3L,2,female,12,7.68,9.41,1.13E-13
CG32115,chr3L,2,unbiased,6,1.22,1.54,0.143835704
CG6036,chr3R,2,male,3,9.92,2.22,2.89E-21
CG14852,chr3R,2,unbiased,0,1.74,1.99,0.061961514
CG15461,chrX,2,male,2,10.89,2.36,1.75E-19
CG15263,chr2L,2,unbiased,1,1.97,2.13,0.271332861
CG31335,chr3R,2,unbiased,0,1.5,1.74,0.034236451
CG32188,chr3L,2,NA,NA,NA,NA,NA
CG9284,chr2R,2,male,3,13.33,1.94,3.89E-27
CG5078,chr3L,2,unbiased,1,1.79,2.05,0.367923052
CG6052,chr3L,2,male,1,3.55,1.41,1.84E-16
CG32727,chrX,2,male,2,9.35,1.93,1.32E-22
CG33109,chr3R,2,unbiased,4,1.56,1.82,0.639635701
CG31750,chr2L,2,unbiased,0,1.64,1.86,0.103461628
CG31313,chr3R,2,male,9,5.93,2.84,6.15E-14
CG5375,chr2L,2,male,4,2.59,1.58,5.17E-06
CG15550,chr3R,2,unbiased,0,2,2.21,0.128479685
CG9757,chr3R,2,unbiased,1,1.69,1.8,0.748060954
CG31524,chr3R,2,unbiased,2,1.75,1.85,0.51064871
CG32228,chr3L,2,male,2,8.12,1.63,1.37E-19
CG3347,chr2L,2,male,1,7.58,2,9.14E-23
CG32834,chr2R,2,unbiased,1,1.63,2.23,0.000150328
CG5052,chr2L,2,female,3,9.31,11.25,0.00011955
CG31742,chr2L,2,male,1,8.44,1.88,1.74E-21
CG1014,chr3L,2,male,3,12.64,2.15,7.13E-22
CG15296,chrX,2,male,3,10.22,1.82,4.86E-22
CG9722,chr3R,2,male,2,9.64,1.69,1.11E-19
CG15145,chr2L,2,male,2,7.02,1.92,1.40E-24
CG15741,chrX,2,unbiased,0,2.12,2.49,0.025694589
CG31894,chr2L,2,unbiased,0,1.42,1.62,0.147042473
CG15616,chr2R,2,unbiased,2,7,2.63,9.12E-07
CG31391,chr3R,2,male,3,10.67,1.84,4.69E-22
CG15641,chrX,1,unbiased,3,2.53,3.03,0.013172257
CG32106,chr3L,1,male,2,9.52,1.43,2.74E-19
CG3675,chr2L,1,male,1,5.66,2.26,7.56E-19
CG14033,chr2L,1,female,5,5.26,9.12,4.25E-20
CG14987,chr3L,1,NA,NA,NA,NA,NA
CG15208,chrX,1,male,3,10.98,1.59,3.43E-20
CG12825,chr2R,1,unbiased,7,1.98,2.51,0.025250067
CG5560,chrX,1,female,5,3.53,7.85,4.56E-18
CG17044,chr3R,1,male,1,2.95,1.73,7.73E-11
CG13394,chr2L,1,unbiased,0,2.44,2.32,0.500580803
CG30396,chr2R,1,unbiased,0,1.76,2.12,0.004700434
CG31748,chr2L,1,unbiased,0,1.79,2.05,0.064733764
CG6553,chr2R,1,unbiased,0,2.26,2.4,0.354588029
CG31936,chr2L,1,unbiased,0,1.74,2.15,0.011535393
CG6324,chrX,1,male,1,2.57,1.55,8.02E-08
CG30424,chr2R,1,male,4,4.21,2.62,3.22E-09
CG33773,chr3R,1,male,2,8.05,1.73,3.08E-18
CG10759,chrX,1,unbiased,0,1.54,1.62,0.435829783
CG32987,chr2L,1,male,1,3.4,2.21,1.75E-10
CG31404,chr3R,1,male,2,8.01,2.06,2.16E-25
CG10094,chr3R,1,unbiased,0,1.66,2.02,0.002537775
CG33482,chr2L,1,unbiased,0,1.7,1.21,0.000428148
CG4830,chr3R,1,unbiased,2,1.67,2.11,0.014075837
CG34165,chr2L,1,unbiased,3,1.51,1.86,0.026988541
CG14974,chr3L,1,male,2,10.96,1.75,2.89E-21
CG18540,chr2R,1,unbiased,1,2.11,2.05,0.737633294
CG10093,chr3R,1,unbiased,0,1.59,1.82,0.036369804
CG11262,chr3L,1,male,1,9.07,1.89,5.67E-28
CG13725,chr3L,1,male,2,11.03,2.04,2.04E-19
CG33463,chr2R,1,NA,NA,NA,NA,NA
CG31380,chr3R,1,male,2,5.51,2.29,1.96E-12
CG5338,chr3R,1,male,3,10.16,2.55,9.73E-20
CG34175,chr2L,1,male,2,10,2.61,6.34E-34
CG4324,chr2R,1,unbiased,1,2.4,3.02,0.00122026
CG34171,chr2L,1,male,2,4.88,1.94,8.14E-18
CG32988,chr2L,1,male,2,9.2,2.04,9.36E-20
CG15676,chr2R,1,male,2,9.99,2.07,4.01E-22
CG31436,chr3R,1,unbiased,9,1.71,1.91,0.304926193
CG11291,chr2R,1,male,2,10.11,1.94,2.65E-23
CG4066,chr3R,1,female,2,1.65,6.22,5.01E-29
CG7923,chr3L,1,unbiased,1,1.86,2.26,0.215409907
CG12865,chr2R,1,unbiased,0,1.93,2.25,0.008257917
CG13679,chr3L,1,male,2,1.99,1.59,0.000622598
CG12862,chr2R,1,unbiased,0,1.64,1.88,0.013506234
CG31464,chr3R,1,unbiased,0,1.62,1.82,0.128148715
CG31468,chr3R,1,male,3,13.66,2.01,1.68E-28
CG9740,chr3R,1,unbiased,12,9.44,9.45,0.959913706
CG13689,chr2L,1,female,11,2.11,6.96,2.04E-20
CG14017,chr2L,1,male,2,9.33,1.96,8.85E-20
CG10790,chrX,1,unbiased,0,1.65,1.92,0.22182087
CG2916,chr2R,1,female,4,3.15,7.01,1.03E-25
CG10789,chrX,1,unbiased,0,1.59,1.79,0.133853179
CG9254,chr2L,1,male,3,12.9,2.25,1.13E-25
CG12906,chr2R,1,unbiased,0,1.41,1.78,0.047830031
CG30485,chr2R,1,male,2,9.3,1.89,1.50E-17
CG13564,chr2R,1,male,2,9.71,2.22,2.92E-25
CG17853,chr2R,1,unbiased,0,2.64,2.64,0.988141301
CG2955,chr2L,1,male,3,11.32,1.82,6.24E-24
CG13563,chr2R,1,unbiased,1,1.64,1.93,0.133119761
CG5866,chr3R,1,unbiased,0,1.74,2.11,0.018394023
CG13592,chr2R,1,unbiased,0,1.8,1.83,0.79357675
CG7829,chr3R,1,unbiased,2,1.86,2.34,0.001540405
CG13494,chr2R,1,male,3,9.51,1.81,2.40E-20
CG16888,chr2L,1,male,2,9.31,2.37,7.00E-22
CG32403,chr3L,1,unbiased,0,1.75,2.25,0.004426048
CG7005,chr3R,1,female,5,3.88,5.31,1.19E-10
CG9431,chr2L,1,unbiased,2,1.91,1.95,0.753357608
CG30065,chr2R,1,male,1,10.49,1.61,1.45E-18
CG33798,chr2R,1,unbiased,0,1.85,1.88,0.888784145
CG34028,chrX,1,unbiased,0,1.23,1.56,0.000230192
CG11778,chr2R,1,male,1,8.13,1.85,6.37E-24
CG14089,chr3L,1,unbiased,0,2.35,2.84,0.013427577
CG5388,chr3R,1,male,2,10.43,2.21,1.53E-19
CG12685,chrX,1,unbiased,0,2.1,2.46,0.024500012
CG33784,chr3R,1,unbiased,1,1.49,1.61,0.471637848
CG33783,chr3R,1,NA,NA,NA,NA,NA
CG5863,chr3R,1,unbiased,0,2.1,1.88,0.127206791
CG4148,chr2L,1,female,7,5.08,7.48,6.66E-17
CG11695,chrX,1,female,9,3.59,5.43,7.77E-12
CG31661,chr2L,1,female,2,1.86,6.79,3.75E-22
CG8474,chr3L,1,female,12,3.89,7.13,6.89E-18
CG12558,chr3R,1,unbiased,2,1.61,1.71,0.510444582
CG11668,chr3R,1,unbiased,4,1.95,2.3,0.120966955
CG30145,chr2R,1,unbiased,0,1.07,1.42,0.027825942
CG1978,chr2R,1,unbiased,0,1.47,1.74,0.114739498
CG16961,chr2L,1,unbiased,0,1.52,1.75,0.047690653
CG11720,chr3L,1,unbiased,0,1.57,1.79,0.83173985
CG5164,chr2R,1,female,12,7.31,9.33,1.08E-10
CG9396,chr3R,1,unbiased,7,2.08,2.41,0.267125865
CG13582,chr2R,1,unbiased,0,1.54,1.73,0.066345846
CG11741,chr3R,1,unbiased,5,1.92,2.27,0.347127929
CG30174,chr2R,1,unbiased,2,1.69,1.77,0.69838743
CG12622,chrX,1,unbiased,0,1.74,2.16,0.002267414
CG30178,chr2R,1,male,2,9.4,2.07,3.08E-23
CG30179,chr2R,1,unbiased,1,2.05,2.19,0.475619227
CG34033,chr2R,1,unbiased,2,2.78,2.06,0.007503188
CG16998,chr3L,1,unbiased,0,1.54,1.68,0.513428726
CG32395,chr3L,1,unbiased,0,1.57,1.52,0.646064304
CG9468,chr2L,1,male,3,2.43,1.67,3.51E-05
CG30017,chr2R,1,unbiased,4,1.53,2.46,0.009024905
CG32806,chrX,1,male,2,9.59,1.87,1.95E-21
CG7653,chr2L,1,male,1,7.44,1.82,3.14E-32
CG17752,chr3R,1,unbiased,2,1.93,2.2,0.518235034
CG33679,chr2L,1,unbiased,0,1.76,2,0.112845869
CG30005,chr2R,1,female,12,5.22,8.23,8.69E-19
CG4120,chr3L,1,unbiased,10,1.61,1.55,0.801303047
CG15059,chrX,1,male,1,5.42,2.01,9.29E-24
CG30025,chr2R,1,NA,NA,NA,NA,NA
CG3650,chr2R,1,unbiased,0,2.38,2.77,0.003095501
CG31737,chr2L,1,male,1,5.58,2.13,6.98E-22
CG14062,chr3R,1,unbiased,0,2.1,2.17,0.717916324
CG16783,chr2R,1,male,2,9.47,2.2,1.54E-26
CG14265,chrX,1,unbiased,0,1.91,2.48,0.001668724
CG14266,chrX,1,unbiased,0,1.98,2.06,0.561115837
CG4105,chr2L,1,unbiased,6,1.84,2.37,0.280602819
CG9466,chr2L,1,unbiased,2,2.52,2.4,0.533707089
CG9465,chr2L,1,unbiased,2,1.39,1.61,0.124990743
CG15267,chr2L,1,female,4,2.15,4.13,6.06E-11
CG33758,chr2R,1,unbiased,0,1.38,1.54,0.106462365
CG8588,chr3L,1,female,12,8.82,9.78,3.63E-12
CG12444,chr2R,1,unbiased,0,1.53,1.64,0.340371194
CG31698,chr2L,1,unbiased,0,1.67,2.22,0.407992108
CG14740,chr3R,1,male,2,11.3,1.95,2.74E-23
CG9354,chr3R,1,female,12,10.3,13.28,1.35E-33
CG10168,chr3R,1,unbiased,1,2.46,2.29,0.345766531
CG5892,chr3R,1,unbiased,1,1.89,1.95,0.769293259
CG12729,chrX,1,male,1,9.7,1.86,1.81E-26
CG30323,chr2R,1,male,1,4.07,2.12,1.15E-14
CG2053,chr3R,1,male,2,8.81,1.87,2.43E-20
CG14735,chr3R,1,male,2,11.46,2.14,1.09E-19
CG17524,chr2R,1,male,10,9.2,4.5,3.31E-24
CG17523,chr2R,1,male,7,3.05,2.21,2.36E-05
CG9458,chr3R,1,unbiased,1,1.88,2.35,0.0111443
CG9463,chr2L,1,male,3,3.73,1.61,5.16E-10
CG33631,chr3R,1,unbiased,0,1.97,2.58,0.036243009
CG34269,chr3L,1,male,1,8.26,2.33,4.79E-28
CG9589,chr3R,1,male,2,10.34,2.03,1.70E-19
CG33099,chr3R,1,female,8,2.52,3.88,6.40E-08
CG9697,chr3L,1,unbiased,0,1.87,2.28,0.624345634
CG31931,chr2L,1,unbiased,0,1.23,1.57,0.022799739
CG15116,chr2R,1,unbiased,2,2.51,2.56,0.820425842
CG11158,chrX,1,female,12,2.53,4.55,9.57E-11
CG13829,chr3R,1,male,2,8.66,1.9,1.55E-21
CG34213,chr2R,1,NA,NA,NA,NA,NA
CG34214,chr2R,1,unbiased,0,1.96,2.32,0.064331605
CG4887,chr2L,1,female,12,5.1,7.85,4.32E-22
CG4476,chr3L,1,female,4,3.78,10.05,1.13E-29
CG13250,chr3L,1,unbiased,0,1.93,2.41,0.000105109
CG34345,chr2L,1,unbiased,1,1.86,2.15,0.024179417
CG31164,chr3R,1,unbiased,0,1.55,2,0.000397661
CG17977,chr2R,1,male,5,8.2,5.67,3.21E-08
CG34268,chr3L,1,NA,NA,NA,NA,NA
CG34267,chr3L,1,unbiased,0,2.23,2.71,0.032377375
CG3105,chr2R,1,unbiased,3,1.66,1.74,0.555109141
CG18412,chrX,1,female,12,3.07,4.86,3.51E-13
CG1394,chrX,1,male,3,13.45,2.17,1.04E-28
CG18241,chr2L,1,unbiased,0,1.92,1.78,0.358087055
CG9040,chr3L,1,unbiased,0,1.65,1.88,0.089716472
CG13837,chr3R,1,unbiased,1,1.71,2.16,0.000355653
CG12126,chr2R,1,male,2,10.31,1.92,1.50E-22
CG11170,chr2R,1,female,11,4.77,6.38,1.69E-08
CG7350,chr3L,1,unbiased,0,1.83,2.22,0.625987219
CG15115,chr2R,1,unbiased,1,1.56,1.77,0.207363177
CG5724,chr3R,1,unbiased,3,1.47,1.65,0.525655062
CG13813,chr3L,1,unbiased,2,1.55,1.94,0.201007659
CG9976,chr2L,1,unbiased,1,1.9,1.8,0.710589594
CG31099,chr3R,1,male,4,10.35,2.25,6.71E-19
CG31139,chr3R,1,male,2,9.85,2.1,6.30E-24
CG15171,chr2L,1,male,2,9.16,3.15,1.86E-24
CG31269,chr3R,1,unbiased,3,1.63,1.99,0.040794779
CG5267,chr2R,1,unbiased,2,2.02,1.95,0.655068223
